Title,Abstract,Year_Published,Publication Year,Source,Journal/Book,DOI,Download_URL,Keywords,MeSH_Terms,Authors,PMID,Citation,Create Date,PMCID,NIHMS ID,First Author,Reference
Myricetin alleviates Vibrio vulnificus elastase-induced autophagy and apoptosis in human intestinal epithelial cells via inhibition of NF-κB-mediated signaling.,"Myricetin, a naturally occurring flavonoid abundant in fruits, vegetables, and medicinal plants, is widely recognized for its strong antioxidant, anti-inflammatory, and anti-cancer activities. However, its regulatory effect on cellular signaling pathways activated by Vibrio (V.) vulnificus cytotoxins has not been fully elucidated. In this study, we investigated the cellular mechanism by which myricetin modulates cytotoxic autophagy induced by the V. vulnificus elastase VvpE in human gastrointestinal epithelial HT-29 cells. Treatment with recombinant VvpE (rVvpE) significantly induced autophagy-dependent cell death in HT-29 cells. Notably, myricetin treatment attenuated this effect by suppressing intracellular reactive oxygen species (ROS) accumulation. The reduction of ROS by myricetin inhibited the subsequent activation of c-Src and protein kinase C (PKC), thereby blocking p38 MAPK phosphorylation in rVvpE-exposed cells. Moreover, myricetin abrogated the activation of nuclear factor-kappa B (NF-κB), leading to downregulation of LC3-II and cleaved caspase-3 expression-key markers of autophagic and apoptotic cell death. Collectively, these findings highlight myricetin as a promising antibiotic-free therapeutic candidate capable of modulating host cellular responses to V. vulnificus infection by targeting the ROS-c-Src-PKC-MAPK-NF-κB signaling axis.",2026,2026,Toxicon : official journal of the International Society on Toxinology,Toxicon : official journal of the International Society on Toxinology,10.1016/j.toxicon.2026.109147,https://pubmed.ncbi.nlm.nih.gov/42107546/,"['Autophagy', 'Cell death', 'Myricetin', 'V. vulnificus', 'VvpE']","['Humans', 'Flavonoids', 'Apoptosis', 'Autophagy', 'Vibrio vulnificus', 'Signal Transduction', 'NF-kappa B', 'HT29 Cells', 'Reactive Oxygen Species', 'Pancreatic Elastase', 'Epithelial Cells']","['Ju-Yeon Lee', 'Ji-Su Bai', 'Yong Li', 'Won-Kyo Jung', 'Jae-Young Je', 'Sei-Jung Lee']",42107546,Toxicon : official journal of the International Society on Toxinology. 2026 Sep 01. 279:109147. doi: 10.1016/j.toxicon.2026.109147.,11-05-2026,,,Ju-Yeon Lee,Toxicon : official journal of the International Society on Toxinology. 2026 Sep 01. 279:109147. doi: 10.1016/j.toxicon.2026.109147.
Design and evaluation of a bifunctional fusion polypeptide for targeted delivery of tigecycline against drug-resistant Klebsiella pneumoniae.,"The overuse of antibiotics and the continuous evolution of drug-resistant bacteria present substantial obstacles to the clinical treatment of Carbapenem-resistant Klebsiella pneumoniae (CRKP) infections. This study reports the rational design of a bifunctional fusion polypeptide, S-thanatin (Ts)-functionalized elastin-like carrier (Ts-ELP), which integrates the antimicrobial peptide (AMP) Ts with a human-derived elastin‑like polypeptides (ELPs). This designer polypeptide serves as a smart carrier, capable of efficiently encapsulating the broad-spectrum antibiotic tigecycline (Tig) via reversible temperature-responsive phase transition hydrophobic interaction, resulting in a self-assembled, targeted nano-antibiotic, Tig@Ts-ELP (Tig@TsE). Comprehensive in vitro and in vivo evaluations demonstrate that Tig@TsE exhibits multiple advantageous features, including rapid and simple preparation, specific lipopolysaccharide (LPS)-targeting capability, excellent in vivo targeted delivery efficiency, and dual-responsive drug release triggered by the acidic pH and elevated matrix metalloproteinase-9 (MMP-9) levels in the CRKP-infected microenvironment, coupled with favorable biocompatibility. Moreover, the Ts peptide and Tig exhibit marked synergistic antibacterial effects against CRKP. This innovative nano-antibiotic delivery system is designed to increase local drug concentration at the infection site, boost bactericidal activity, and reduce systemic toxicity, thereby presenting a promising therapeutic strategy for the treatment of drug-resistant bacterial pneumonia.",2026,2026,Journal of nanobiotechnology,Journal of nanobiotechnology,10.1186/s12951-026-04497-w,https://pubmed.ncbi.nlm.nih.gov/42106854/,"['Dual-responsive', 'Elastin-like carrier', 'Nano-antibiotic', 'Synergistic antibacterial', 'Targeted delivery']",[],"['Meiling Zhou', 'Yuming Yao', 'Shuo Ma', 'Yaya Chen', 'GuliNazhaer Abudushalamu', 'Dawen Chen', 'Xiao Li', 'Yan Tao', 'Yue Hou', 'Xun Gao', 'Fengfeng Zhao', 'Chen Zhang', 'Hua Shao', 'Guoqiu Wu']",42106854,Journal of nanobiotechnology. 2026 May 09. doi: 10.1186/s12951-026-04497-w.,10-05-2026,,,Meiling Zhou,Journal of nanobiotechnology. 2026 May 09. doi: 10.1186/s12951-026-04497-w.
Characteristics and regional distribution of radiographers in Saudi Arabia: a national cross-sectional study.,"Radiographers play vital roles in diagnostics and therapeutic healthcare. Despite ongoing health sector reforms in Saudi Arabia, comprehensive national data on the radiographer workforce remain limited. This study aimed to examine the characteristics and distribution of radiographers in Saudi Arabia by identifying their demographic patterns, educational qualifications, and employment distribution across healthcare sectors and regions.",2026,2026,BMC health services research,BMC health services research,10.1186/s12913-026-14670-4,https://pubmed.ncbi.nlm.nih.gov/42106755/,"['Radiography', 'Saudi Arabia', 'Saudi vision 2030', 'Workforce distribution', 'Workforce planning']",[],['Jaber Hussain Alsalah'],42106755,BMC health services research. 2026 May 09. doi: 10.1186/s12913-026-14670-4.,10-05-2026,,,Jaber Hussain Alsalah,BMC health services research. 2026 May 09. doi: 10.1186/s12913-026-14670-4.
Enhancing privacy preservation and integrity in IoT-enabled wireless sensor networks through novel advanced cryptographic techniques.,"This study presents a novel hybrid cryptographic model designed to enhance privacy preservation and data integrity in IoT-enabled Wireless Sensor Networks (WSNs). Traditional algorithms such as RSA, AES, and Blowfish are evaluated and combined into a Hybrid Model to address the resource-constrained nature of IoT devices. The proposed model was tested on a dataset of sensor data, with performance metrics including encryption/decryption time, security strength, memory usage, data throughput, and communication overhead. Numerical findings demonstrate the Hybrid Model's superior performance, with encryption time reduced by 18% compared to Advanced Encryption Standard (AES), The hybrid model employs RSA-2048 (112-bit security strength) for key exchange and AES-256/Blowfish for data encryption (256-bit confidentiality protection). The memory usage was optimized, requiring only 25.16 KB, making it suitable for low-power IoT devices. Additionally, the Hybrid Model achieved a data throughput of 24.89 KB/s and reduced communication overhead to 1.32 KB. These results highlight the efficiency and robustness of the Hybrid Model in securing IoT-enabled WSNs. This research contributes a scalable, resource-efficient solution for privacy and data integrity, offering a promising advancement for real-time IoT applications in sectors such as healthcare, industrial automation, and smart homes.",2026,2026,Scientific reports,Scientific reports,10.1038/s41598-026-48128-8,https://pubmed.ncbi.nlm.nih.gov/42106393/,"['Cryptography', 'Privacy preserving', 'Sensor nodes', 'WSN']",[],"['Halima Sadia', 'Taj Rahman', 'Asif Rahim', 'Inayat Khan', 'Najeeb Ullah', 'Shabbab Ali Algamdi']",42106393,Scientific reports. 2026 May 09. doi: 10.1038/s41598-026-48128-8.,10-05-2026,,,Halima Sadia,Scientific reports. 2026 May 09. doi: 10.1038/s41598-026-48128-8.
"Comparison of gluteus maximus, biceps femoris, and multifidus muscle activity of prone hip extension with and without reciprocal inhibition in healthy individuals.","BackgroundProne hip extension (PHE) is commonly used in rehabilitation to selectively activate the gluteus maximus (GM) and enhance lumbopelvic stability. However, excessive activity of the biceps femoris (BF) during PHE often interferes with efficient GM recruitment. The application of reciprocal inhibition (RI) might be suggested as a potential solution.ObjectiveThis study aimed to investigate the effects of applying RI with and without non-elastic band resistance during PHE with 90° knee flexion on the muscle activity and activity ratio of the GM, BF, and multifidus (MF).MethodsTwenty healthy male individuals performed PHE exercises under two conditions: with and without RI using a non-elastic band. Surface electromyography (sEMG) was used to assess the activity levels of GM, BF, and MF, and to calculate the GM/BF and MF/BF activity ratios. Paired t-tests were conducted for statistical analysis.ResultsCompared with the condition without RI, GM activity increased from 32 to 37.47%MVIC (p = 0.02), and the GM/BF ratio increased from 1.19 to 2.13 (p = 0.001), whereas BF activity decreased from 29.26 to 19.87%MVIC (p = 0.001). No significant difference was observed in MF activity between conditions (Rt_MF: p = 0.86, Lt_MF: p = 0.5).ConclusionApplying RI during PHE effectively enhances selective activation of the GM while reducing compensatory BF activity. These findings suggest that RI-based exercise can be recommended as an effective strategy for target muscle activity in clinical settings.",2026,2026,Journal of back and musculoskeletal rehabilitation,Journal of back and musculoskeletal rehabilitation,10.1177/10538127261449360,https://pubmed.ncbi.nlm.nih.gov/42105100/,"['Biceps femoris', 'gluteus maximus', 'prone hip extension', 'reciprocal inhibition']",[],"['Tae-Jin Jang', 'In-Cheol Jeon']",42105100,Journal of back and musculoskeletal rehabilitation. 2026 May 09. 10538127261449360. doi: 10.1177/10538127261449360.,10-05-2026,,,Tae-Jin Jang,Journal of back and musculoskeletal rehabilitation. 2026 May 09. 10538127261449360. doi: 10.1177/10538127261449360.
Exploring cross-city hospital visiting trips for medical service evaluation in urban agglomeration areas based on automobile navigation data.,"Understanding the supply-demand relationship of medical services is essential for regional planning. Existing city-scale studies typically exclude cross-city flows, whereas national-scale studies often overlook intra-city heterogeneity. In urban agglomerations, healthcare resources and transport infrastructure are usually planned by cities, although patients may cross city boundaries to seek care. The implications of cross-city trips for regional medical services remain insufficiently understood. Taking the Pearl River Delta as a case, this study investigates cross-city hospital visiting trips and their implications for medical service evaluation.",2026,2026,BMC health services research,BMC health services research,10.1186/s12913-026-14649-1,https://pubmed.ncbi.nlm.nih.gov/42104356/,"['Cross-city hospital visiting trips', 'Medical service evaluation', 'Pearl River Delta', 'Population–hospital network', 'Spatial accessibility', 'Urban agglomeration']",[],"['Xi Yu', 'Zhengdong Huang', 'Renzhong Guo', 'Jizhe Xia', 'Sa Ma']",42104356,BMC health services research. 2026 May 08. doi: 10.1186/s12913-026-14649-1.,09-05-2026,,,Xi Yu,BMC health services research. 2026 May 08. doi: 10.1186/s12913-026-14649-1.
"[Perspectives, Action Strategies, and Approaches for Climate-Resilient and Low-Greenhouse-Gas Healthcare].","Die Auswirkungen des Klimawandels auf die Gesundheit, die Gesundheitsversorgung und das Gesundheitssystem stellen eine zentrale Herausforderung unserer Zeit dar. Vor diesem Hintergrund entstand dieses Positionspapier, das Perspektiven, Handlungsstrategien und Lösungsansätze für eine klimaresiliente und treibhausgasarme Gesundheitsversorgung aufzeigt. Das Papier wurde in Kooperation mit Vertreter:innen aus Fachgesellschaften, Arbeitsgruppen, Vereinen und Institutionen mit Expertise zum Thema entwickelt und intensiv diskutiert. Das Positionspapier ist das Ergebnis eines breiten Konsensprozesses mit Beteiligten unterschiedlicher Disziplinen, erhebt jedoch keinen Anspruch auf Vollständigkeit und spiegelt den derzeit aktuellen Stand der Diskussionen wider. Das Positionspapier adressiert sechs zentrale Themenfelder: (1) Transformative Forschung, (2) Forschungsförderung und -vernetzung, (3) Datenzugang und -verknüpfung, (4) Bildungs- und Informationsmöglichkeiten, (5) Prävention, Mitigation und Adaptation sowie (6) Nachhaltigkeit bzw. Klimaneutralität im Gesundheits- und Forschungssektor. Das Positionspapier ruft zu einer engen Zusammenarbeit, Mut und Entscheidungswillen auf Seiten von Wissenschaft, Politik und Gesellschaft auf, um ein zukunfts- und widerstandsfähiges Gesundheitssystem zu schaffen, das den Herausforderungen des Klimawandels gewachsen ist und diesem entgegenwirkt. Es dient als Ausgangspunkt für weitere Diskussionen und die Erarbeitung konkreter Strategien, um Klimaresilienz und Nachhaltigkeit im Gesundheitswesen langfristig zu stärken. The impact of climate change on human health, healthcare, and health systems constitute one of the most pressing challenges of our time. In response, this position paper outlines perspectives, strategic approaches, and potential solutions aimed at fostering a climate-resilient and low-carbon healthcare sector. It was developed in collaboration with representatives from scientific societies, working groups, professional associations, and institutions with a dedicated expertise on the topic and was the subject of extensive interdisciplinary dialogue. This position paper reflects the outcome of a broad consensus-building process involving stakeholders from diverse academic and profes-sional backgrounds. While it does not claim to be exhaustive, it represents the current state of dis-cussions. The paper addresses six central topics: (1) Transformative research, (2) Research funding and research networking, (3) Data access and linkage, (4) Education and information opportunities, (5) Prevention, mitigation, and adaptation, as well as (6) Sustainability and climate neutrality in the health and research sector. The position paper advocates for intensified collaboration, courage and willingness to make decisions on the part of the scientific community, policymakers, and civil society to develop a future-proof and resilient healthcare system capable of withstanding the multifaceted challenges posed by climate change. This position paper is intended as a foundation for ongoing discourse and the development of concrete policy and practice-oriented strategies to enhance climate resilience and sustainability in health systems over the long term.",2026,2026,Gesundheitswesen (Bundesverband der Arzte des Offentlichen Gesundheitsdienstes (Germany)),Gesundheitswesen (Bundesverband der Arzte des Offentlichen Gesundheitsdienstes (Germany)),10.1055/a-2872-4388,https://pubmed.ncbi.nlm.nih.gov/42103301/,[],[],"['Fabian Baum', 'Katharina van Baal', 'Jobst Augustin', 'Heike van de Sand', 'Klara Lorenz-Dant', 'Christina Lindemann', 'Dorothea Baltruks', 'Christa Büker', 'Johannes Deutschbein', 'Karin Geffert', 'Holger Gothe', 'Alina Herrmann', 'Claudia Hornberg', 'Claudia Konnopka', 'Anna Kuehne', 'Esther Luhmann', 'Maria-Inti Metzendorf', 'Ingo Meyer', 'Andreas Meyer-Lindenberg', 'Jochen Schmitt', 'Miriam Steinmann', 'Petra Thürmann', 'Jennyfer Wolf', 'Patrick Ziech', 'Annika Ziegler', 'Martin Härter', 'Ivonne Panchyrz']",42103301,Gesundheitswesen (Bundesverband der Arzte des Offentlichen Gesundheitsdienstes (Germany)). 2026 May 08. doi: 10.1055/a-2872-4388.,09-05-2026,,,Fabian Baum,Gesundheitswesen (Bundesverband der Arzte des Offentlichen Gesundheitsdienstes (Germany)). 2026 May 08. doi: 10.1055/a-2872-4388.
Development of the Lifestyle Empowerment Approach for Diabetes Remission (LEADR) Program: A Lifestyle Medicine Shared Medical Appointment (SMA) Intervention for Diabetes Treatment.,"The use of shared medical appointments (SMAs) has been shown to be feasible for delivering lifestyle medicine (LM) treatment for chronic conditions, such as type 2 diabetes (T2D), with some patients achieving de-escalation of medications or even remission. This objective of this work was to develop program materials suitable for delivering intensive LM treatment for T2D with the goal of achieving remission. Over a 3-year period (2022-2025), the American College of Lifestyle Medicine (ACLM) engaged in iterative development of program materials, drawing on content in the Full Plate Living Program and using expertise from a variety of professionals including physicians, dietitians, and researchers. The resulting Lifestyle Empowerment Approach for Diabetes Remission (LEADR) Program includes a professionally designed Facilitator Script, Participant Workbook, and Planning Guide, as well as accompanying slides. The core program content consists of 12 ∼90-minute, weekly sessions billable using standard Evaluation and Management (E&M) codes. Content centers on health behavior education and SMART goal-setting for nutrition, physical activity, and other health behaviors. The LEADR program is available as a tool for providers and their healthcare teams to use in the treatment of patients with T2D and prediabetes; the structure and formatting of the content enable scalability across various settings.",2026,2026,American journal of lifestyle medicine,American journal of lifestyle medicine,10.1177/15598276261438370,https://pubmed.ncbi.nlm.nih.gov/42100370/,"['NDPP', 'diabetes', 'diabetes prevention program', 'group medical visits', 'lifestyle', 'lifestyle medicine', 'lifestyle-based group visits', 'remission', 'shared medical appointments', 'telehealth']",[],"['Kathryn J Pollard', 'Meghan L Ames', 'Kayli Anderson', 'John Gobble', 'Scott Moore', 'Padmaja Patel', 'Kaitlyn Pauly', 'Kara L Staffier', 'Prasanthi Tondapu', 'Micaela C Karlsen']",42100370,American journal of lifestyle medicine. 2026 May 04. 15598276261438370. doi: 10.1177/15598276261438370.,08-05-2026,PMC13144292,,Kathryn J Pollard,American journal of lifestyle medicine. 2026 May 04. 15598276261438370. doi: 10.1177/15598276261438370.
"Barriers and Facilitators in the Implementation of the Systematic Medical Appraisal, Referral, and Treatment (SMART) Mental Health Digital Intervention in Rural India: Mixed Methods Process Evaluation Study.","An estimated 150 million people have mental health care needs in India, but only 15% are able to access care. Depression and anxiety contribute to a large proportion of mental morbidity. The Systematic Medical Appraisal, Referral, and Treatment (SMART) Mental Health trial used a mobile-based clinical decision support system for primary care doctors and community health workers (CHWs) to identify and treat people at risk of depression, anxiety disorders, and self-harm. A community-based antistigma campaign was also delivered. The intervention led to improved remission rates for depression and anxiety and lower stigma scores.",2026,2026,JMIR mental health,JMIR mental health,10.2196/89164,https://pubmed.ncbi.nlm.nih.gov/42097610/,"['India', 'LMIC', 'anxiety', 'electronic decision support system', 'low- middle-income country', 'mHealth', 'mental health depression', 'process evaluation', 'stigma']","['Humans', 'India', 'Referral and Consultation', 'Female', 'Male', 'Community Health Workers', 'Telemedicine', 'Adult', 'Rural Population', 'Focus Groups', 'Mental Health Services', 'Decision Support Systems, Clinical', 'Health Services Accessibility']","['Ankita Mukherjee', 'Mercian Daniel', 'Sudha Kallakuri', 'Siddhardha Devarapalli', 'Sandhya Kanaka Yatirajula', 'Amanpreet Kaur', 'Praveen Devarsetty', 'Usha Raman', 'Beverley M Essue', 'Rajesh Sagar', 'Shashi Kant', 'Shekhar Saxena', 'Graham Thornicroft', 'Anushka Patel', 'Pallab K Maulik']",42097610,JMIR mental health. 2026 May 07. 13:e89164. doi: 10.2196/89164.,08-05-2026,PMC13195372,,Ankita Mukherjee,JMIR mental health. 2026 May 07. 13:e89164. doi: 10.2196/89164.
Quorum-sensing-responsive materials: Toward living smart interfaces in biomedical systems.,"Quorum-sensing-sensitive materials are emerging as innovative platforms with significant clinical potential, particularly in the areas of infection diagnosis, targeted antimicrobial therapy, and wound management. By leveraging bacterial communication molecules such as acylhomoserine lactones and autoinducer peptides, these smart materials can detect early pathogenic activity before overt clinical symptoms appear. By sensing quorum-signaling thresholds associated with virulence activation or biofilm formation, the materials can trigger controlled antimicrobial release, modulate local immune responses, or modify surface properties to prevent bacterial adhesion. Such ""living"" interfaces offer a dynamic alternative to traditional passive biomaterials, enabling real-time, infection-specific therapeutic effects with reduced systemic drug exposure. This review summarizes the clinical significance, mechanism-driven design principles, and translational challenges of quorum-sensing-sensitive materials, highlighting their potential to address antibiotic resistance, improve patient outcomes, and support precision infection control in modern healthcare.",2026,2026,Advances in colloid and interface science,Advances in colloid and interface science,10.1016/j.cis.2026.103918,https://pubmed.ncbi.nlm.nih.gov/42096943/,"['Bacteria-responsive materials', 'Biomedical applications', 'Living materials', 'Quorum sensing', 'Smart interfaces']",[],"['Santosh Pandit', 'Demet Erdönmez', 'Duygu Polat', 'Burcu Önal Acet', 'Mustafa Dolaz', 'Mehmet Odabaşı', 'Ivan Mijakovic', 'Ömür Acet']",42096943,Advances in colloid and interface science. 2026 May 01. 355:103918. doi: 10.1016/j.cis.2026.103918.,08-05-2026,,,Santosh Pandit,Advances in colloid and interface science. 2026 May 01. 355:103918. doi: 10.1016/j.cis.2026.103918.
Exploring the Effects of tACS Duration on Resting-State EEG: An Exploratory Within-Subject Study in Healthy Volunteers.,"Transcranial alternating current stimulation (tACS) is a noninvasive brain stimulation method that modulates neural activity by applying low-intensity alternating current to the scalp. Although tACS has shown promise in enhancing cognitive and motor functions and alleviating neuropsychiatric symptoms, variations in stimulation parameters led to inconsistent outcomes. While stimulation frequency and electrode montage have been extensively explored, systematic analyses focusing on stimulation duration remain limited. Resting-state EEG, recorded under relaxed conditions without specific tasks, minimizes variability due to individual performance and external factors, thus providing a stable measure of tACS-induced neuromodulation. Therefore, we aimed to investigate the differences in neuromodulatory effects between three tACS durations for effective neuromodulation using resting-state electroencephalography (EEG). Ten participants completed three randomized tACS sessions on different days, each with a duration of 10, 20, or 30 min. Resting-state EEG was recorded before and after stimulation under eyes-open (EO) and eyes-closed (EC) states. Power spectral density (PSD) and network indices were analyzed for neuromodulatory effects. The omnibus analysis revealed no significant main effect of stimulation duration on neuromodulatory outcomes. However, within-condition analyses revealed significant increases in PSD in the post-tACS EO recording after 10 min (r = 0.79) and 20 min (r = 0.66), whereas in the post-tACS EC recording significant increases were observed only at 10 min (r = 0.63). Network efficiency also increased significantly in the EO state after 10 (r = 0.79) and 20 min (r = 0.85) for clustering coefficient and after 10 (r = 0.73) and 20 min (r = 0.85) for path length, respectively. Moreover, the observed patterns differed between brain states, with more consistent effects observed in the EO state. These findings suggest that neuromodulatory responses may vary depending on both tACS duration and brain state, highlighting the importance of considering both factors in the design of tACS protocols and interpretation of neuromodulatory effects.",2026,2026,Journal of medical systems,Journal of medical systems,10.1007/s10916-026-02398-x,https://pubmed.ncbi.nlm.nih.gov/42095967/,"['Brain network', 'Neuromodulation', 'Power spectral density', 'Resting-state electroencephalography', 'Transcranial alternating current stimulation']","['Humans', 'Electroencephalography', 'Male', 'Female', 'Transcranial Direct Current Stimulation', 'Adult', 'Healthy Volunteers', 'Young Adult', 'Rest', 'Time Factors', 'Brain']","['Yun-Sung Lee', 'Ga-Young Choi', 'Chang-Hee Han', 'Han-Jeong Hwang']",42095967,Journal of medical systems. 2026 May 07. 50(1). doi: 10.1007/s10916-026-02398-x.,07-05-2026,6326965,,Yun-Sung Lee,Journal of medical systems. 2026 May 07. 50(1). doi: 10.1007/s10916-026-02398-x.
